,_index,_id,_score,_source.@version,_source.TelemetrySource,_source.@timestamp,_source.data_stream.namespace,_source.data_stream.type,_source.data_stream.dataset,_source.Metadata.Kafka.Timestamp,_source.Metadata.Kafka.Offset,_source.Metadata.Kafka.Topic,_source.Metadata.Kafka.ConsumerGroup,_source.Metadata.Kafka.Partition,_source.Metadata.Logstash.Timestamp,_source.MessageId,_source.vcluster,_source.Sensor.Value,_source.Sensor.ParentalContext,_source.Sensor.Timestamp,_source.Sensor.Index,_source.Sensor.Location,_source.Sensor.LocationDetail.Blade,_source.Sensor.LocationDetail.Node,_source.Sensor.LocationDetail.XName,_source.Sensor.LocationDetail.Chassie,_source.Sensor.LocationDetail.Bmc,_source.Sensor.LocationDetail.Cabinet,_source.Sensor.PhysicalSubContext,_source.Sensor.PhysicalContext,_source.nid,_source.tags
154,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,mSR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:25.770Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212950,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589261346Z,CrayTelemetry.Power,daint,306.0,Chassis,2025-03-10 13:55:25.770511486,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Output,CPUSubsystem,6898,"['vcluster_from_cache', 'nid_from_cache']"
155,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,miR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:27.090Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212954,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589304997Z,CrayTelemetry.Power,daint,932.947368,Chassis,2025-03-10 13:55:27.090944748,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Output,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
156,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,myR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:28.055Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212955,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589316097Z,CrayTelemetry.Power,daint,61.58,Chassis,2025-03-10 13:55:28.055219556,5,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
157,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,nCR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:27.100Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212956,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589326887Z,CrayTelemetry.Power,daint,251.172,Chassis,2025-03-10 13:55:27.100411475,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
158,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,nSR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:27.202Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212957,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589337997Z,CrayTelemetry.Power,daint,248.181,Chassis,2025-03-10 13:55:27.202926516,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
159,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,niR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:27.493Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212958,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589349577Z,CrayTelemetry.Power,daint,247.637,Chassis,2025-03-10 13:55:27.493270017,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
160,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,nyR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:27.726Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212959,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589361537Z,CrayTelemetry.Power,daint,240.567,Chassis,2025-03-10 13:55:27.726215425,4,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
161,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,oCR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:28.049Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212960,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589372387Z,CrayTelemetry.Power,daint,99.519,,2025-03-10 13:55:28.049065783,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,CPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
162,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,oSR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:28.044Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212961,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589382937Z,CrayTelemetry.Power,daint,95.399,,2025-03-10 13:55:28.044749438,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,CPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
163,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,oiR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:28.048Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212962,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589393187Z,CrayTelemetry.Power,daint,91.553,,2025-03-10 13:55:28.048359578,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,CPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
164,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,oyR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:28.044Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212963,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589403597Z,CrayTelemetry.Power,daint,90.298,,2025-03-10 13:55:28.044951268,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,CPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
165,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,pCR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:28.048Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212964,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589413787Z,CrayTelemetry.Power,daint,125.0,,2025-03-10 13:55:28.048958508,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
166,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,pSR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:28.066Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212965,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589424018Z,CrayTelemetry.Power,daint,127.0,,2025-03-10 13:55:28.066914412,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
167,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,piR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:28.085Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212966,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589434358Z,CrayTelemetry.Power,daint,142.0,,2025-03-10 13:55:28.085052946,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
168,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,pyR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:28.104Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212967,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589444828Z,CrayTelemetry.Power,daint,136.0,,2025-03-10 13:55:28.104325183,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
169,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,qCR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:27.437Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212968,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589455128Z,CrayTelemetry.Power,daint,288.0,,2025-03-10 13:55:27.437636796,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPUModule,6898,"['vcluster_from_cache', 'nid_from_cache']"
170,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,qSR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:27.467Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212969,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589465708Z,CrayTelemetry.Power,daint,288.0,,2025-03-10 13:55:27.467273076,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPUModule,6898,"['vcluster_from_cache', 'nid_from_cache']"
171,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,qiR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:27.578Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212970,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589476078Z,CrayTelemetry.Power,daint,276.0,,2025-03-10 13:55:27.578118260,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPUModule,6898,"['vcluster_from_cache', 'nid_from_cache']"
172,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,qyR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:27.607Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212971,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589486798Z,CrayTelemetry.Power,daint,263.0,,2025-03-10 13:55:27.607845976,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPUModule,6898,"['vcluster_from_cache', 'nid_from_cache']"
173,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,rCR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:27.946Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212976,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589542858Z,CrayTelemetry.Power,daint,977.0,Chassis,2025-03-10 13:55:27.946903125,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
174,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,rSR9gJUBFnns5IFfsqZI,1.2786129,1,nC,2025-03-10T13:55:28.049Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:28.699Z,511281212977,cray-telemetry-power-split,logstash-facility-telemetry-alps,1,2025-03-10T14:37:12.589553858Z,CrayTelemetry.Power,daint,377.0,Chassis,2025-03-10 13:55:28.049065783,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Output,CPUSubsystem,6898,"['vcluster_from_cache', 'nid_from_cache']"
175,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,B-p-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:41.767Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845406,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055171500Z,CrayTelemetry.Power,daint,943.431373,Chassis,2025-03-10 13:55:41.767769198,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Output,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
176,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,COp-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:42.662Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845407,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055181590Z,CrayTelemetry.Power,daint,61.615,Chassis,2025-03-10 13:55:42.662658831,5,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
177,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,Cep-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:41.774Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845408,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055191910Z,CrayTelemetry.Power,daint,250.084,Chassis,2025-03-10 13:55:41.774739570,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
178,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,Cup-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:41.895Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845409,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055202200Z,CrayTelemetry.Power,daint,253.71,Chassis,2025-03-10 13:55:41.895411784,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
179,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,C-p-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:42.173Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845410,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055213270Z,CrayTelemetry.Power,daint,246.731,Chassis,2025-03-10 13:55:42.173374624,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
180,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,DOp-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:42.375Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845411,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055223290Z,CrayTelemetry.Power,daint,239.751,Chassis,2025-03-10 13:55:42.375147268,4,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
181,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,Dep-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:42.664Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845412,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055233411Z,CrayTelemetry.Power,daint,94.989,,2025-03-10 13:55:42.664898799,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,CPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
182,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,Dup-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:42.665Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845413,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055243861Z,CrayTelemetry.Power,daint,90.61,,2025-03-10 13:55:42.665109428,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,CPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
183,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,D-p-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:42.664Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845414,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055253941Z,CrayTelemetry.Power,daint,89.581,,2025-03-10 13:55:42.664544337,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,CPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
184,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,EOp-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:42.667Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845415,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055263681Z,CrayTelemetry.Power,daint,86.236,,2025-03-10 13:55:42.667770095,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,CPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
185,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,Eep-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:42.666Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845416,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055273951Z,CrayTelemetry.Power,daint,125.0,,2025-03-10 13:55:42.666529437,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
186,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,Eup-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:42.683Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845417,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055283601Z,CrayTelemetry.Power,daint,128.0,,2025-03-10 13:55:42.683962807,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
187,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,E-p-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:42.699Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845418,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055293401Z,CrayTelemetry.Power,daint,142.0,,2025-03-10 13:55:42.699655623,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
188,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,FOp-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:42.714Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845419,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055303811Z,CrayTelemetry.Power,daint,136.0,,2025-03-10 13:55:42.714692712,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPU,6898,"['vcluster_from_cache', 'nid_from_cache']"
189,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,Fep-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:42.118Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845420,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055314141Z,CrayTelemetry.Power,daint,291.0,,2025-03-10 13:55:42.118867346,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPUModule,6898,"['vcluster_from_cache', 'nid_from_cache']"
190,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,Fup-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:42.147Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845421,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055323711Z,CrayTelemetry.Power,daint,289.0,,2025-03-10 13:55:42.147388002,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPUModule,6898,"['vcluster_from_cache', 'nid_from_cache']"
191,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,F-p-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:42.261Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845422,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055333581Z,CrayTelemetry.Power,daint,277.0,,2025-03-10 13:55:42.261243276,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPUModule,6898,"['vcluster_from_cache', 'nid_from_cache']"
192,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,GOp-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:42.289Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845423,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055343652Z,CrayTelemetry.Power,daint,255.0,,2025-03-10 13:55:42.289967762,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,,GPUModule,6898,"['vcluster_from_cache', 'nid_from_cache']"
193,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,Gep-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:42.594Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845428,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055395522Z,CrayTelemetry.Power,daint,963.0,Chassis,2025-03-10 13:55:42.594508234,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
194,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,Gup-gJUBr766FVkv7kjt,1.2786129,1,nC,2025-03-10T13:55:42.667Z,alps.power,metrics,facility.telemetry,2025-03-10T13:55:43.875Z,151091845429,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:38:33.055405662Z,CrayTelemetry.Power,daint,361.0,Chassis,2025-03-10 13:55:42.667770095,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Output,CPUSubsystem,6898,"['vcluster_from_cache', 'nid_from_cache']"
195,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,cPiCgJUBX8z-mIiI-81a,1.2786129,1,nC,2025-03-10T13:56:09.906Z,alps.power,metrics,facility.telemetry,2025-03-10T13:56:14.028Z,151092135566,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:43:10.902403569Z,CrayTelemetry.Power,daint,950.826087,Chassis,2025-03-10 13:56:09.906744198,0,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Output,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
196,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,cfiCgJUBX8z-mIiI-81a,1.2786129,1,nC,2025-03-10T13:56:10.854Z,alps.power,metrics,facility.telemetry,2025-03-10T13:56:14.028Z,151092135567,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:43:10.902413659Z,CrayTelemetry.Power,daint,61.461,Chassis,2025-03-10 13:56:10.854052653,5,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
197,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,cviCgJUBX8z-mIiI-81a,1.2786129,1,nC,2025-03-10T13:56:09.911Z,alps.power,metrics,facility.telemetry,2025-03-10T13:56:14.028Z,151092135568,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:43:10.902423199Z,CrayTelemetry.Power,daint,250.084,Chassis,2025-03-10 13:56:09.911139018,1,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
198,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,c_iCgJUBX8z-mIiI-81a,1.2786129,1,nC,2025-03-10T13:56:10.064Z,alps.power,metrics,facility.telemetry,2025-03-10T13:56:14.028Z,151092135569,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:43:10.902433090Z,CrayTelemetry.Power,daint,248.09,Chassis,2025-03-10 13:56:10.064900220,2,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
199,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,dPiCgJUBX8z-mIiI-81a,1.2786129,1,nC,2025-03-10T13:56:10.313Z,alps.power,metrics,facility.telemetry,2025-03-10T13:56:14.028Z,151092135570,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:43:10.902442760Z,CrayTelemetry.Power,daint,248.272,Chassis,2025-03-10 13:56:10.313657958,3,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
200,.ds-metrics-facility.telemetry-alps.power-2025.03.10-004592,dfiCgJUBX8z-mIiI-81a,1.2786129,1,nC,2025-03-10T13:56:10.583Z,alps.power,metrics,facility.telemetry,2025-03-10T13:56:14.028Z,151092135571,cray-telemetry-power-split,logstash-facility-telemetry-alps,8,2025-03-10T14:43:10.902452670Z,CrayTelemetry.Power,daint,238.391,Chassis,2025-03-10 13:56:10.583661275,4,x1304c7s4b0n0,s4,n0,x1304c7s4b0n0,c7,b0,x1304,Input,VoltageRegulator,6898,"['vcluster_from_cache', 'nid_from_cache']"
